,nome-geografico,match,name,nome-vide,vide_type,lookup,faculdade,nome-pai,uc-entrada,match_error,match_obs
196609,Lisboa,,António de Araújo Correia,Araújo,cut,António de Araújo,,,0000-00-00,False,
138509,Lousã,,António de Araújo Dias,Araújo,cut,António de Araújo,,Gabriel Dias,0000-00-00,False,
147510,Ponte de Lima,,António de Araújo,Sousa,add,António de Araújo Sousa,,Pedro da Costa Jácome,0000-00-00,False,
272061,Faro,,António Emílio Guerreiro de Ascenção,António de Ascenção,rep,António de Ascenção,,,0000-00-00,False,
272077,Baia,,António de Brito da Assunção,António de Assunção e Brito,rep,António de Assunção e Brito,Cânones,Inácio da Costa,1765-07-09,False,
272076,Lisboa,,António da Assunção,António José da Rocha,rep,António José da Rocha,Teologia,Francisco António Lopes,0000-00-00,False,
318730,,,António José da Rocha,António da Assunção,rep,António da Assunção,,,0000-00-00,False,
129900,Arganil,,António Augusto Freire Ribeiro de Campos,Antonino Augusto Freire Ribeiro de Campos,add,António Augusto Freire Ribeiro de Campos Antonino Augusto Freire Ribeiro de Campos,Direito,António Joaquim Ribeiro de Campos,1868-10-07,False,
224987,Baía,,António José da Silva,António Augusto Silva,rep,António Augusto Silva,Cursos jurídicos (Cânones ou Leis),Sebastião José de Silva,1790-10-30,False,
298062,Paredes de Ançã,,António Avelino Correia Pinto,António Avelino de Correia Pinto de Carvalho e Vasconcelos,rep,António Avelino de Correia Pinto de Carvalho e Vasconcelos,Leis,José Pinto Ribeira,0000-00-00,False,
298062,Vila real,,António Avelino Correia Pinto,António Avelino de Correia Pinto de Carvalho e Vasconcelos,rep,António Avelino de Correia Pinto de Carvalho e Vasconcelos,Leis,José Pinto Ribeira,0000-00-00,False,
241224,Vila Viçosa,,António de Azevedo Pimenta,Azevedo,cut,António de Azevedo,,António Gonçalves,0000-00-00,False,
163170,Lisboa,,António Baião Franco,Baião,cut,António Baião,,António Baião,0000-00-00,False,
160720,Góis,,António Barata Fragoso,Barata,cut,António Barata,Medicina,Manuel Duarte,1647-10-15,False,
311467,São João de Fontoura,,António Barbosa Montenegro Pinto e Vasconcelos,António Barbosa Montenegro,cut,António Barbosa Montenegro,,,0000-00-00,False,
150604,Viana,,António Barbosa,Lima,add,António Barbosa Lima,,,0000-00-00,False,
254462,Viana,,António Barbosa de Luna,Barbosa,cut,António Barbosa,Cânones,Miguel Jacome de Luna,1591-10-22,False,
271718,Lisboa,,António Barnabé de Elescano Barreto e Araões,António Barnabé de Aragão Barreto,rep,António Barnabé de Aragão Barreto,Leis,Miguel Lobão Carneiro,0000-00-00,False,
283344,Porto,,António Barreto Ferreira de Carvalho e Lima,António Barreto Ferreira de Carvalho Lima Veiga Gravito,rep,António Barreto Ferreira de Carvalho Lima Veiga Gravito,,,0000-00-00,False,
181678,Coimbra,,António Barreto Machado,Barreto,cut,António Barreto,Cânones,,1687-10-01,False,
311470,Viseu,,António de Barros Figueiredo Cardoso e Vasconcelos,Cardoso,cut,António de Barros Figueiredo Cardoso,Cânones,Francisco António de Barros Figueiredo Cardoso,0000-00-00,False,
153063,Eiras,,António de Barros de Carvalho,Barros,cut,António de Barros,,,0000-00-00,False,
153066,Vila Real,,António de Barros de Carvalho,Barros,cut,António de Barros,,,0000-00-00,False,
238694,Braga,,António de Barros Lopes,Barros,cut,António de Barros,Cânones,,0000-00-00,False,
182247,Caminha,,António de Barros Maciel,Barros,cut,António de Barros,Cânones,Matias de Barros Maciel,0000-00-00,False,
287797,Cadima,,António Batista das Neves,António Batista,cut,António Batista,Cânones,Manuel Batista,0000-00-00,False,
185121,Coimbra,,António Beirão,,novid,António Beirão,Artes,,0000-00-00,False,
196612,Aldeia das Dez,,António Belarmino da Fonseca Correia,Fonseca,cut,António Belarmino da Fonseca,Teologia,,0000-00-00,False,
271042,Praça da Nova Colónio do Sacramento,,António Bernardes de Andrade,Mendonça,add,António Bernardes de Andrade Mendonça,,,0000-00-00,False,
279261,Viseu,,António Bernardino de Figueiredo,Campos,add,António Bernardino de Figueiredo Campos,,,0000-00-00,False,
289253,Vila Real,,António Bernardo de Figueiredo Abreu Castelo Branco,Abreu,cut,António Bernardo de Figueiredo Abreu,,,0000-00-00,False,
183936,Messajana,,António Bernardo Manuel,António Bernardo Palma,rep,António Bernardo Palma,,,0000-00-00,False,
177678,Setúbal,,António Bernardo Soares da Gama,Soares,cut,António Bernardo Soares,,,0000-00-00,False,
139698,Portalegre,,António Bernardo Tavares da Fonseca,Tavares,cut,António Bernardo Tavares,,,0000-00-00,False,
180617,Lisboa,,António Bernardo Xavier Porcile e Guerci,Porcile,cut,António Bernardo Xavier Porcile,,,0000-00-00,False,
174421,Portalegre,,António Bernardo Xavier Tavares de Oliveira,,novid,António Bernardo Xavier Tavares de Oliveira,,,0000-00-00,False,
148930,Barrô,,António Bonifácio de Carvalho Homem e Azevedo,António Bonifácio Homem de Carvalho,rep,António Bonifácio Homem de Carvalho,,,0000-00-00,False,
272231,,,António Borges de Azevedo,Cerqueira,add,António Borges de Azevedo Cerqueira,,,0000-00-00,False,
298065,Armamar,,António Borges de Carvalho Pinto,Carvalho,cut,António Borges de Carvalho,Cânones,Felix Manuel Borges,0000-00-00,False,
185951,Guarda,,António Borges,Azevedo,add,António Borges Azevedo,,Simão Vaz Mendes,0000-00-00,False,
231091,Vacariça,,António Botelho Lobão,Botelho,cut,António Botelho,Cânones,António Botelho,0000-00-00,False,
187117,Montemor-o-Novo,,António Boto,Banha,add,António Boto Banha,,,0000-00-00,False,
187471,,,António Brandão,,novid,António Brandão,Artes,,0000-00-00,False,
281403,Oliveira do Bairro,,António Brandão,Silva,add,António Brandão Silva,,,0000-00-00,False,
148913,Lisboa,,António de Brito Neves e Azevedo,Neves,cut,António de Brito Neves,,,0000-00-00,False,
128013,Ranhados,,António Cabral,Camelo,add,António Cabral Camelo,Cânones,Lourenço Cabral,1642-10-29,False,
222398,Murça,,António Cabral de Sequeira,Cabral,cut,António Cabral,,Luís Cabral,0000-00-00,False,
219110,Brasil,,António Caetano de Almeida Vilas Boas,Almeida,cut,António Caetano de Almeida,Cânones,Manuel da Costa Vilas Boas,1774-06-27,False,
219110,Minas Gerais,,António Caetano de Almeida Vilas Boas,Almeida,cut,António Caetano de Almeida,Cânones,Manuel da Costa Vilas Boas,1774-06-27,False,
219110,São José,,António Caetano de Almeida Vilas Boas,Almeida,cut,António Caetano de Almeida,Cânones,Manuel da Costa Vilas Boas,1774-06-27,False,
194348,Famil,,António Caetano da Costa Rodrigues,António da Costa Rodrigues,rep,António da Costa Rodrigues,,,0000-00-00,False,
194348,São Pedro Fins,,António Caetano da Costa Rodrigues,António da Costa Rodrigues,rep,António da Costa Rodrigues,,,0000-00-00,False,
296670,Vilarinho da Castanheira,,António Caetano de Sampaio Teixeira Pimentel,António Caetano de Sampaio,cut,António Caetano de Sampaio,Cursos jurídicos (Cânones ou Leis),,0000-00-00,False,
205439,Ansião,,António Caetano dos Santos Coutinho,António Caetano Vitorino de São José,rep,António Caetano Vitorino de São José,Cânones,,0000-00-00,False,
153757,Lisboa,,António Caetano da Silva Ribeiro,Caetano,cut,António Caetano,,João Simões Ribeiro,0000-00-00,False,
240673,Moimenta,,António Camelo Pestana,Camelo,cut,António Camelo,Cânones,André Camelo,0000-00-00,False,
276495,Bobadela,,António Freire de Campos,António de Campos Freire,rep,António de Campos Freire,,,0000-00-00,False,
221315,Borba,,António Cardeira Sardo,Cardeira,cut,António Cardeira,,António Cardeira,0000-00-00,False,
288195,,,António Cardoso de Carvalho,Homem,add,António Cardoso de Carvalho Homem,,,0000-00-00,False,
298069,Fornos de Maceida Dão,,António Cardoso de Faria Pinto,Amaral,add,António Cardoso de Faria Pinto Amaral,,,0000-00-00,False,
297485,Cambres,,António Cardoso Felix Gomes da Silva,António Cardoso Felix,cut,António Cardoso Felix,,,0000-00-00,False,
271733,Magarelas,,António Cardoso de Lucena Melo e Araújo,Melo,cut,António Cardoso de Lucena Melo,,,0000-00-00,False,
141323,Peso da Régua,,António Cardoso Osório Guedes de Afonseca,Fonseca,add,António Cardoso Osório Guedes de Afonseca Fonseca,Cursos jurídicos (Cânones ou Leis),,1750-10-01,False,
255383,Peso da Régua,,"António Cardoso Osório Guedes de Fonseca, Vide Afonseca",,novid,"António Cardoso Osório Guedes de Fonseca, Vide Afonseca",,,0000-00-00,False,
235253,Rio de Janeiro,,António Cardoso de Sousa,Coutinho,add,António Cardoso de Sousa Coutinho,,,0000-00-00,False,
277527,Santarém,,António Cardoso,Costa,add,António Cardoso Costa,Medicina,Miguel Cardoso da Costa,0000-00-00,False,
132490,Linhares,,António Cardoso,Homem,add,António Cardoso Homem,,Diogo Homem,0000-00-00,False,
219220,Rabaçal,,António Cardoso dos Santos,Cardoso,cut,António Cardoso,,,0000-00-00,False,
223578,Verride,,António Cardoso da Serra,Cardoso,cut,António Cardoso,,,0000-00-00,False,
280206,Lisboa,,António Carlos da Fonseca,Silva,add,António Carlos da Fonseca Silva,Cânones,Francisco José da Fonseca Soares da Silva,0000-00-00,False,
145923,Brasil,,António Carlos Ribeiro de Andrade,António Carlos Ribeiro de Andrade Machado da Silva,rep,António Carlos Ribeiro de Andrade Machado da Silva,,,0000-00-00,False,
145923,São Paulo,,António Carlos Ribeiro de Andrade,António Carlos Ribeiro de Andrade Machado da Silva,rep,António Carlos Ribeiro de Andrade Machado da Silva,,,0000-00-00,False,
278448,Benviver,,António Carneiro Giraldes,Vasconcelos,add,António Carneiro Giraldes Vasconcelos,,,0000-00-00,False,
150610,Vila do Conde,,António Carneiro Barbosa,Carneiro,cut,António Carneiro,Leis,Jácome Carneiro Barbosa,1666-10-01,False,
138563,Arganil,,António Carneiro,Mendonça,add,António Carneiro Mendonça,,Jacinto de Abreu Ribeiro,0000-00-00,False,
224714,Pocariça,,António Carneiro da Silva,Carneiro,cut,António Carneiro,,,0000-00-00,False,
132386,Coimbra,,António Carvalho de Figueiredo,,novid,António Carvalho de Figueiredo,Medicina,,0000-00-00,False,
194937,Olivença,,António Carvalho Julião,Carvalho,cut,António Carvalho,,Francisco Vaz de Carvalho,0000-00-00,False,
153136,Porto,,António Carvalho,Sousa,add,António Carvalho Sousa,,Sebastião Ribeiro de Sousa,0000-00-00,False,
194355,Lisboa,,António de Castelo Branco Rodrigues,Castelo Branco,cut,António de Castelo Branco,,António Mascarenhas,0000-00-00,False,
191957,Lisboa,,António Cerqueira,,novid,António Cerqueira,Cursos jurídicos (Cânones ou Leis),Afonso Cerqueira,0000-00-00,False,
235263,Viana,,António de Cerqueira e Sousa,Cerqueira,cut,António de Cerqueira,,Miguel de Cerqueira,0000-00-00,False,
192223,Alpedrinha,,António Cerveira,António Cerveira Álvares,rep,António Cerveira Álvares,,,0000-00-00,False,
190201,Almalaguer,,António Coelho de Castro,Coelho,cut,António Coelho,Cânones,,1649-10-05,False,
190201,Almalaguer,,António Coelho de Castro,Coelho,cut,António Coelho,Teologia,,1649-10-05,False,
193291,Almalaguês,,António Coelho,de Castro,add,António Coelho de Castro,,,0000-00-00,False,
195279,Pedrogão,,António Coelho Colaço,Coelho,cut,António Coelho,Cânones,António Coelho,0000-00-00,False,
193313,Leiria,,António Coelho,Duarte,add,António Coelho Duarte,,,0000-00-00,False,
193295,Basto,,António Coelho,António Coelho da Silva,rep,António Coelho da Silva,,,0000-00-00,False,
153171,Lisboa,,António Colares de Carvalho,António Colares de Andrade,rep,António Colares de Andrade,,,0000-00-00,False,
232394,Benavente,,António Colaço Lobo,Colaço,cut,António Colaço,Leis,Álvaro Pires,0000-00-00,False,
196418,Lisboa,,António Cordovil,Azevedo,add,António Cordovil Azevedo,Cânones,Francisco Cordovil,1638-11-16,False,
196418,Lisboa,,António Cordovil,Azevedo,add,António Cordovil Azevedo,Leis,Francisco Cordovil,1638-11-16,False,
248685,Lisboa,,António Cordovil Mousinho,Cordovil,cut,António Cordovil,,,0000-00-00,False,
279265,Vila Real,,António Correia Cardoso de Figueiredo,Cardoso,cut,António Correia Cardoso,Cânones,André Correia de Figueiredo,0000-00-00,False,
174418,Ancede,,António Correia de Melo,Mesquita,add,António Correia de Melo Mesquita,Cânones,,1763-02-01,False,
142619,Ameal,,António Correia de Almeida,Correia,cut,António Correia,,,0000-00-00,False,
196536,Amial,,António Correia de,Almeida,add,António Correia de Almeida,Cursos jurídicos (Cânones ou Leis),,1748-10-23,False,
196591,Porto,,António Correia,Morais,add,António Correia Morais,Leis,Marcos Correia,0000-00-00,False,
241327,Ancêde,,António Corrreia de Melo Mesquita,Melo,cut,António Corrreia de Melo,,,0000-00-00,False,
241327,Baião,,António Corrreia de Melo Mesquita,Melo,cut,António Corrreia de Melo,,,0000-00-00,False,
198909,Lisboa,,António Corveinel,da Gama,add,António Corveinel da Gama,Cânones,Silvestre Corveinel,1643-10-06,False,
198909,Lisboa,,António Corveinel,da Gama,add,António Corveinel da Gama,Leis,Silvestre Corveinel,1643-10-06,False,
177698,,,António Corveinel da Gama,Corveinel,cut,António Corveinel,,,0000-00-00,False,
199439,Sardoal,,António da Costa,Falcão,add,António da Costa Falcão,Medicina,,1717-10-01,False,
199251,Alcaíde,,António da Costa,Leitão,add,António da Costa Leitão,Cânones,Pedro Salvado,0000-00-00,False,
132806,Ilha da Madeira,,António do Couto Cardoso,Couto,cut,António do Couto,,,0000-00-00,False,
222405,Castelo Branco,,António do Couto e Sequeira,Couto,cut,António do Couto,Leis,Sebastião Pires,1696-10-01,False,
146462,Coimbra,,António da Cruz de Andrade,Cruz,cut,António da Cruz,Medicina,,0000-00-00,False,
207549,Braga,,António da Cruz,António da Cruz de Araújo,rep,António da Cruz de Araújo,,,0000-00-00,False,
207571,Lisboa,,António da Cruz,Tavares,add,António da Cruz Tavares,,,0000-00-00,False,
211999,,,António da Cunha de Toar e Lemos,toar,add,António da Cunha de Toar e Lemos toar,,,0000-00-00,False,
211997,Guimarães,,António da Cunha Lemos,Cunha,cut,António da Cunha,Cânones,António da Cunha,0000-00-00,False,
181230,Meinedo,,António da Cunha de Macedo,Cunha,cut,António da Cunha,,,0000-00-00,False,
277371,Torres Vedras,,António Cândido Vieira da Costa Galvão,Costa,cut,António Cândido Vieira da Costa,,,0000-00-00,False,
294601,Alenquer,,António Dantas da Cunha,Távora,add,António Dantas da Cunha Távora,Cânones,Rodrigo de Távora e Cunha,1759-05-10,False,
208969,Arcos,,António Dantas da Cunha,Dantas,cut,António Dantas,,,0000-00-00,False,
270393,Sambade,,António Delgado Almendra,Delgado,cut,António Delgado,,,0000-00-00,False,
133447,Covilhã,,António Delgado,Feio,add,António Delgado Feio,,,0000-00-00,False,
129280,Portalegre,,António Delicado Caldeira,Delicado,cut,António Delicado,Cânones,Martim Vaz Delicado,0000-00-00,False,
134566,Portalegre,,António Delicado,Moreira,add,António Delicado Moreira,Cânones,Martim Vaz Delicado,1625-11-10,False,
134566,Portalegre,,António Delicado,Moreira,add,António Delicado Moreira,Leis,Martim Vaz Delicado,1625-11-10,False,
153802,Oliveira do Conde,,António do Deserto Ribeiro,Sousa,add,António do Deserto Ribeiro Sousa,,,0000-00-00,False,
134906,Oliveira do Conde,,António do Deserto,Sousa,add,António do Deserto Sousa,,,0000-00-00,False,
141324,Brasil,,António Desidério Basílio Coutinho de Afonseca,Fonseca,add,António Desidério Basílio Coutinho de Afonseca Fonseca,Matemática,,1786-10-31,False,
141324,Pernambuco,,António Desidério Basílio Coutinho de Afonseca,Fonseca,add,António Desidério Basílio Coutinho de Afonseca Fonseca,Matemática,,1786-10-31,False,
255382,Brasil,,António Desidério Basílio Coutinho de Fonseca,Afonseca,add,António Desidério Basílio Coutinho de Fonseca Afonseca,,,0000-00-00,False,
255382,Pernambuco,,António Desidério Basílio Coutinho de Fonseca,Afonseca,add,António Desidério Basílio Coutinho de Fonseca Afonseca,,,0000-00-00,False,
144741,Tondela,,António Dias Alves,António Dias Pereira,rep,António Dias Pereira,,António Dias,0000-00-00,False,
292986,,,António Dias de Figueiredo e Costa,António Dias de Figueiredo Costa Oliveira e Azevedo,rep,António Dias de Figueiredo Costa Oliveira e Azevedo,,,0000-00-00,False,
174459,Coimbra,,António Dias Negrão de Oliveira,Negrão,cut,António Dias Negrão,,António Dias Negrão,0000-00-00,False,
185415,Crujeira,,António Dias Bernardes,Dias,cut,António Dias,,,0000-00-00,False,
138104,Porto,,António Dias,Cunha,add,António Dias Cunha,Cânones,António Luís,1617-10-23,False,
136996,Avô,,António Dias,Ferrão,add,António Dias Ferrão,,,0000-00-00,False,
137434,Coimbra,,António Dias,Vila Lobos,add,António Dias Vila Lobos,Cânones,Domingos Dias,1586-11-13,False,
138516,Avô,,António Fernandes Dias,António Dias,rep,António Dias,,,0000-00-00,False,
223499,Coimbra,,António Dinis de Pedrada,Medilha,add,António Dinis de Pedrada Medilha,Cânones,António Dinis de Pedrada,0000-00-00,False,
171479,Vacariça,,António Duarte de Matos,António Duarte,cut,António Duarte,,Felipe Duarte,0000-00-00,False,
165585,Alfândega da Fé,,António Escobar,Camelo,add,António Escobar Camelo,,,0000-00-00,False,
176679,Vouzela,,António de Escolar Osório,Escolar,cut,António de Escolar,Leis,António de Escolar,0000-00-00,False,
165772,Coimbra,,António do Espírito Santo,António José do Espírito Santo,rep,António José do Espírito Santo,,Manuel de São Bento,0000-00-00,False,
195010,Tondela,,António Esteves Coentro,Esteves,cut,António Esteves,,,0000-00-00,False,
134768,Riodades,,António Eugénio Rebelo,da Fonseca,add,António Eugénio Rebelo da Fonseca,,,0000-00-00,False,
190227,Carvalho,,António de Eça Aguiar Castelo Branco Sequeira de Castro,Castelo Branco,cut,António de Eça Aguiar Castelo Branco,,,0000-00-00,False,
293891,Braga,,António Feio de Magalhães Coutinho,António Feio de Azevedo de Magalhães Coutinho,rep,António Feio de Azevedo de Magalhães Coutinho,Cânones,José de Magalhães Feio de Azevedo,1829-05-12,False,
133436,Nossa Senhora da Graça,,António Varela Ramalho,António Feliciano Varela Ramalho,rep,António Feliciano Varela Ramalho,,,0000-00-00,False,
293331,Fontelos,,António Felisberto da Silva Cunha Leite Pereira,Vasconcelos,add,António Felisberto da Silva Cunha Leite Pereira Vasconcelos,,,0000-00-00,False,
310478,,,António Felix de Paula Portela,António Felix de Paula,cut,António Felix de Paula,,,0000-00-00,False,
161364,Celorico,,António Fernandes Francisco,,novid,António Fernandes Francisco,,Francisco Fernandes,0000-00-00,False,
214424,Brunhais,,António Fernandes de Matos de Sampaio,Matos,cut,António Fernandes de Matos,,Francisco Domingues de Sampaio,0000-00-00,False,
171422,São Paio de Brunhais,,António de Matos,António Fernandes de Matos,rep,António Fernandes de Matos,,Francisco Domingues de Sampaio,0000-00-00,False,
239959,Portalegre,,António Fernandes de Moura,Murça,add,António Fernandes de Moura Murça,,,0000-00-00,False,
249830,Portalegre,,António Fernandes de Murça,de Moura,add,António Fernandes de Murça de Moura,Medicina,,1593-03-17,False,
249547,Bragança,,António de Paiva e Pona,António Fernandes de Paiva,rep,António Fernandes de Paiva,,Pedro Fernandes,0000-00-00,False,
248868,Elvas,,António Fernandes,Freire,add,António Fernandes Freire,,,0000-00-00,False,
248869,Elvas,,António Fernandes,Freire,add,António Fernandes Freire,Cânones,Francisco Fernandes,1613-11-09,False,
