naturalidade,geocoder,id,address,city,country,importance,class,type,latitude,longitude,distance
Avanca,osm,6021238,"Avanca, Estarreja, Aveiro, Portugal",Estarreja,Portugal,0.4099978272098044,boundary,administrative,40.8062105,-8.5729444,67.64844791853697
Avelar,osm,6545000,"Avelar, Leiria, Portugal",Avelar,Portugal,0.40136025403149633,boundary,administrative,39.9236793,-8.3576363,32.040951906767205
Aveloso,osm,6410297,"Aveloso, Mêda, Guarda, Portugal",Mêda,Portugal,0.45999999999999996,boundary,administrative,40.9314858,-7.3168329,123.63739561132401
Avelãs,osm,5803670,"Castro de Avelãs, Bragança, Bragança, Portugal",Bragança,Portugal,0.45759847691766886,boundary,administrative,41.7985933,-6.8054069,223.18140646347538
Avelãs da Ribeira,osm,2403587,"Avelãs da Ribeira, Guarda, Guarda, Portugal",Guarda,Portugal,0.65,boundary,administrative,40.6635145,-7.2236937,113.89322589124586
Avelãs de Caminho,osm,6018443,"Avelãs de Caminho, Anadia, Aveiro, Portugal",Anadia,Portugal,0.65,boundary,administrative,40.4782058,-8.4523964,30.151672457818393
Avelãs de Cima,osm,6018444,"Avelãs de Cima, Anadia, Aveiro, Portugal",Anadia,Portugal,0.65,boundary,administrative,40.4896558,-8.4006553,31.41352130709984
Avintes,osm,5991740,"Avintes, Vila Nova de Gaia, Porto, PT-13, Portugal",Vila Nova de Gaia,Portugal,0.44829640206918464,boundary,administrative,41.1054014,-8.5507083,100.27428072425275
Avis,osm,5397421,"Avis, Portalegre, Portugal",Avis,Portugal,0.5312688261980792,boundary,administrative,39.07950305,-7.909561648393968,132.84405248714327
Avô,osm,6553523,"Avô, Oliveira do Hospital, Coimbra, Portugal",Avô,Portugal,0.4118656186130232,boundary,administrative,40.2931935,-7.9055642,45.29220050293251
Azambuja,osm,5400757,"Azambuja, Lisboa, Portugal",Azambuja,Portugal,0.5404848257450378,boundary,administrative,39.0689884,-8.8684921,131.9812149906288
Azeitão,osm,6445199,"Azeitão, Setúbal, Setúbal, Portugal",Setúbal,Portugal,0.45999999999999996,boundary,administrative,38.5172773,-9.008736345352716,194.24700904195038
Azevedo,osm,3855623859,"Azevedo, Caminha, Viana do Castelo, Portugal",Caminha,Portugal,0.385,place,village,41.8422112,-8.817162,184.50642961026543
Azinhaga,osm,6458545,"Azinhaga, Golegã, Santarém, Portugal",Golegã,Portugal,0.390014158487789,boundary,administrative,39.3503597,-8.5281677,95.56158449779963
Azinhoso,osm,5718020,"Azinhoso, Mogadouro, Bragança, Portugal",Mogadouro,Portugal,0.42971103368473373,boundary,administrative,41.3843896,-6.6851036,196.6365080203518
Azurara,osm,5989546,"Azurara, Vila do Conde, Porto, PT-13, Portugal",Vila do Conde,Portugal,0.45999999999999996,boundary,administrative,41.3455324,-8.7344345,129.04057646049756
"Bahia, Brasil",osm,416757809,"Bahia, Alenquer, Alenquer, Região Geográfica Imediata de Santarém, Região Geográfica Intermediária de Santarém, Pará, Região Norte, Brasil",Alenquer,Brasil,0.47000000000000003,place,hamlet,-0.753625,-55.063514,6546.863854604215
Baião,osm,3966517,"Baião, Porto, PT-13, Portugal",Baião,Portugal,0.5340545795893716,boundary,administrative,41.16930605,-7.977295769675545,113.34906008611749
Baleizão,osm,6431937,"Baleizão, Beja, Beja, Portugal",Beja,Portugal,0.45999999999999996,boundary,administrative,38.0246449,-7.7181044,249.9383216732442
Baltar,osm,5928404,"Baltar, Paredes, Porto, PT-13, Portugal",Baltar,Portugal,0.4365480119372578,boundary,administrative,41.1927312,-8.388552,109.46250226783101
Banhos,osm,1937688997,"Banhos, Vilarinho do Bairro, Anadia, Aveiro, Portugal",Anadia,Portugal,0.36,place,hamlet,40.4426709,-8.5475938,28.091924857821997
Barbacena,osm,371165573,"Barbacena, Elvas, Portalegre, Portugal",Elvas,Portugal,0.385,place,village,38.9600963,-7.2962478,169.10753921818264
Barbeita,osm,4640192,"Barbeita, Monção, Viana do Castelo, Portugal",Barbeita,Portugal,0.45999999999999996,boundary,administrative,42.06029625,-8.399797464447687,205.78550854705307
Barca,osm,3976601019,"Barca, Castêlo da Maia, Castêlo da Maia, Maia, Porto, PT-13, Portugal",Castêlo da Maia,Portugal,0.3815966805698038,place,suburb,41.2478094,-8.6109778,116.5855504833674
Barcelinhos,osm,4055577,"Barcelinhos, Barcelos, Braga, Portugal",Barcelos,Portugal,0.4941207252242894,boundary,administrative,41.5244568,-8.6215634,147.1846181208467
Barcelos,osm,3737586,"Barcelos, Braga, Portugal",Barcelos,Portugal,0.6095309382063085,boundary,administrative,41.5314496,-8.6192306,147.93452769811475
Barcouço,osm,6021542,"Barcouço, Mealhada, Aveiro, Portugal",Mealhada,Portugal,0.3785144183561604,boundary,administrative,40.3042232,-8.4730435,11.469576444320873
Barqueiros,osm,4056244,"Barqueiros, Barcelos, Braga, Portugal",Barcelos,Portugal,0.49363447103046243,boundary,administrative,41.47397805,-8.730793602907363,142.9814207608321
Barra,osm,1682340775,"Barra, Alqueidão, Figueira da Foz, Coimbra, Portugal",Figueira da Foz,Portugal,0.36,place,hamlet,40.0945344,-8.7786712,32.55879346532021
Barreira,osm,6410298,"Barreira, Mêda, Guarda, Portugal",Mêda,Portugal,0.39258254675527704,boundary,administrative,40.9108999,-7.186033,130.88311177615563
Barreiro,osm,5401735,"Barreiro, Setúbal, Portugal",Barreiro,Portugal,0.5776553812680484,boundary,administrative,38.6340657,-9.047856727251068,182.7014869063836
Barreiros,osm,5923280,"Cidade da Maia, Maia, Porto, PT-13, Portugal",Cidade da Maia,Portugal,0.46523561679375186,boundary,administrative,41.232208,-8.6273183,115.06495439413538
Barril,osm,2922647788,"Barril, Águeda e Borralha, Águeda, Aveiro, Portugal",Águeda,Portugal,0.36,place,neighbourhood,40.5725102,-8.4490487,40.58736627387253
Barroca,osm,5385270,"Barroca, Fundão, Castelo Branco, Portugal",Fundão,Portugal,0.42543423863277285,boundary,administrative,40.1086356,-7.7172569,61.370875551568474
"Barroca, Fundão",osm,5385270,"Barroca, Fundão, Castelo Branco, Portugal",Fundão,Portugal,0.5354342386327728,boundary,administrative,40.1086356,-7.7172569,61.370875551568474
Barrosa,osm,6458205,"Barrosa, Benavente, Santarém, Portugal",Benavente,Portugal,0.45999999999999996,boundary,administrative,38.9528384,-8.7533149,142.1020119320226
Barrô,osm,1223716522,"Barrô, Águeda, Aveiro, Portugal",Águeda,Portugal,0.42431700442598586,place,village,40.5369763,-8.4706548,36.790261715268635
Basto,osm,4175395,"Basto, Cabeceiras de Basto, Braga, Portugal",Cabeceiras de Basto,Portugal,0.39444095084610664,boundary,administrative,41.4881971,-7.9822378,147.0712954663566
Bastos,osm,6434607748,"Bastos, Garvão e Santa Luzia, Ourique, Beja, Portugal",Ourique,Portugal,0.30999999999999994,place,isolated_dwelling,37.7242125,-8.4179385,275.6740577825616
Batalha,osm,5399199,"Batalha, Leiria, Portugal",Batalha,Portugal,0.5377425629506706,boundary,administrative,39.6579329,-8.8244098,69.87217062820521
"Bahia, Brasil",osm,416757809,"Bahia, Alenquer, Alenquer, Região Geográfica Imediata de Santarém, Região Geográfica Intermediária de Santarém, Pará, Região Norte, Brasil",Alenquer,Brasil,0.47000000000000003,place,hamlet,-0.753625,-55.063514,6546.863854604215
"Bahia, Brasil",osm,416757809,"Bahia, Alenquer, Alenquer, Região Geográfica Imediata de Santarém, Região Geográfica Intermediária de Santarém, Pará, Região Norte, Brasil",Alenquer,Brasil,0.47000000000000003,place,hamlet,-0.753625,-55.063514,6546.863854604215
Beco,osm,6458522,"Beco, Ferreira do Zêzere, Santarém, Portugal",Ferreira do Zêzere,Portugal,0.45999999999999996,boundary,administrative,39.7809069,-8.3092273,48.396549699878896
Beduído,osm,1114722638,"Beduído, Estarreja, Aveiro, Portugal",Estarreja,Portugal,0.36234427922743184,place,village,40.7796841,-8.5525299,64.44525687234024
Belas,osm,1366277543,"Belas, Queluz e Belas, Sintra, Lisboa, Portugal",Queluz e Belas,Portugal,0.41000000000000003,place,town,38.7759197,-9.2639449,174.51240053721335
Belazaima,osm,1083002640,"Belazaima do Chão, Águeda, Aveiro, Portugal",Águeda,Portugal,0.375,place,village,40.5329228,-8.3660695,36.500849663081844
Belide,osm,4006757917,"Belide, Condeixa-a-Nova, Coimbra, Portugal",Condeixa-a-Nova,Portugal,0.385,place,village,40.1364632,-8.5624751,14.04318611241091
Belmonte,osm,5380921,"Belmonte, Castelo Branco, Portugal",Belmonte,Portugal,0.5366591530329307,boundary,administrative,40.329612850000004,-7.332043174506963,94.03389452701654
Belver,osm,6440257,"Belver, Gavião, Portalegre, Portugal",Gavião,Portugal,0.45999999999999996,boundary,administrative,39.4946508,-7.958696,88.6704682581048
Belém,osm,206169708,"Belém, Belém, Lisboa, Lisboa, Portugal",Lisboa,Portugal,0.5407126722129326,place,suburb,38.6977695,-9.2094318,180.66136539607413
"Belém, Lisboa",osm,206169708,"Belém, Belém, Lisboa, Lisboa, Portugal",Lisboa,Portugal,0.6507126722129326,place,suburb,38.6977695,-9.2094318,180.66136539607413
Bemposta,osm,5718021,"Bemposta, Mogadouro, Bragança, Portugal",Mogadouro,Portugal,0.43371021353085704,boundary,administrative,41.3143431,-6.5012976,203.7616727703164
Benavente,osm,25615642,"Benavente, Benavente, Santarém, Portugal",Benavente,Portugal,0.5252885055796394,place,town,38.9826508,-8.8095788,139.9166322528697
Benfeita,osm,6549067,"Benfeita, Arganil, Coimbra, Portugal",Arganil,Portugal,0.4224087281721012,boundary,administrative,40.2301406,-7.9444488,41.06775821184312
Benfica,osm,6385130,"Benfica, Lisboa, Lisboa, Portugal",Lisboa,Portugal,0.5270875941869926,boundary,administrative,38.738026950000005,-9.195298604626885,176.0550953102098
"Benfica, Lisboa",osm,6385130,"Benfica, Lisboa, Lisboa, Portugal",Lisboa,Portugal,0.6370875941869927,boundary,administrative,38.738026950000005,-9.195298604626885,176.0550953102098
Bera,osm,253485916,"Torre de Bera, Almalaguês, Coimbra, Coimbra, Portugal",Coimbra,Portugal,0.35,place,hamlet,40.1466576,-8.4027722,7.031305705147399
Beringel,osm,6431938,"Beringel, Beja, Beja, Portugal",Beja,Portugal,0.41412346813982415,boundary,administrative,38.0565476,-7.9835201,241.83039766304051
Bertiandos,osm,5713275,"Bertiandos, Ponte de Lima, Viana do Castelo, Portugal",Bertiandos,Portugal,0.4470096664112032,boundary,administrative,41.75778615,-8.631377926900777,173.03866744916468
Besteiros,osm,3979080666,"Besteiros, Vila Cova de Carros, Paredes, Paredes, Porto, PT-13, Portugal",Paredes,Portugal,0.4050646030836139,place,suburb,41.2209256,-8.3482426,112.7395624207003
Bitarães,osm,3979080667,"Bitarães, Paredes, Paredes, Porto, PT-13, Portugal",Paredes,Portugal,0.4060833436228193,place,suburb,41.2256945,-8.3147825,113.46736734809562
Boa Aldeia,osm,6443631,"Boa Aldeia, Farminhão e Torredeita, Viseu, Viseu, Portugal",Viseu,Portugal,0.46771915055604885,boundary,administrative,40.6305974,-8.037473035688691,57.40562022631785
Bobadela,osm,3186575641,"Bobadela, Chaves, Vila Real, Portugal",Chaves,Portugal,0.41093879814957734,place,village,41.7614957,-7.3168634,196.20442360967743
Bombarral,osm,5399254,"Bombarral, Leiria, Portugal",Bombarral,Portugal,0.5261586244933626,boundary,administrative,39.274831500000005,-9.150483879781214,120.73788171031156
Borba,osm,5402658,"Borba, Évora, Portugal",Borba,Portugal,0.5299289386593518,boundary,administrative,38.8199465,-7.43649992691133,175.9819569450498
Bordalo,osm,8306585285,"Pinheiro do Bordalo, Graça, Pedrógão Grande, Leiria, Portugal",Pedrógão Grande,Portugal,0.35,place,hamlet,39.9119685,-8.2262719,36.967828724859665
Borralha,osm,999534952,"Borralha, Águeda, Aveiro, Portugal",Águeda,Portugal,0.42083839101118525,place,village,40.5587014,-8.4379327,39.01991926477365
Botão,osm,4345154698,"Botão, Coimbra, Coimbra, Portugal",Coimbra,Portugal,0.385,place,village,40.3066564,-8.4029644,11.191903271883394
Braga,osm,4115866,"Braga, Braga, Portugal",Braga,Portugal,0.6710452279408594,boundary,administrative,41.5510583,-8.4280045,149.21303229239783
Bragança,osm,5245345,"Bragança, Bragança, Portugal",Bragança,Portugal,0.5295212256000424,boundary,administrative,41.8071182,-6.7589839,226.32468011001959
Branca,osm,6018071,"Branca, Albergaria-a-Velha, Aveiro, Portugal",Branca,Portugal,0.45999999999999996,boundary,administrative,40.7540788,-8.4862112,60.917185136282086
Brasil,osm,4732202818,"Brasil, Patos de Minas, Região Geográfica Imediata de Patos de Minas, Região Geográfica Intermediária de Patos de Minas, Minas Gerais, Região Sudeste, Brasil",Patos de Minas,Brasil,0.385,place,suburb,-18.5974894,-46.5233256,7613.733251972505
Britelo,osm,25264996,"Celorico de Basto, Britelo, Gémeos e Ourilhe, Celorico de Basto, Braga, Portugal","Britelo, Gémeos e Ourilhe",Portugal,0.5390413780516311,place,town,41.3879363,-8.0002089,135.93110907752387
Buarcos,osm,2363891338,"Buarcos, Buarcos e São Julião, Figueira da Foz, Coimbra, Portugal",Figueira da Foz,Portugal,0.385,place,suburb,40.1649599,-8.8751034,38.5355105033645
Bunheiro,osm,6021691,"Bunheiro, Murtosa, Aveiro, Portugal",Murtosa,Portugal,0.45999999999999996,boundary,administrative,40.7741043,-8.6450912,65.61067635453732
Bustelo,osm,4193763,"Bustelo, Chaves, Vila Real, Portugal",Chaves,Portugal,0.4398478578672752,boundary,administrative,41.7861522,-7.4910633,192.15983149023435
Cabanas,osm,5353507753,"Cabanas, Quiaios, Figueira da Foz, Coimbra, Portugal",Figueira da Foz,Portugal,0.36,place,hamlet,40.1971119,-8.8348111,34.82524522256841
Cabaços,osm,6364361,"Cabaços, Moimenta da Beira, Viseu, Portugal",Cabaços,Portugal,0.45999999999999996,boundary,administrative,41.01432895,-7.567291181209933,115.36753177706339
Cabeceiras de Basto,osm,4021970,"Cabeceiras de Basto, Braga, Portugal",Cabeceiras de Basto,Portugal,0.7265984015254268,boundary,administrative,41.5136392,-7.9878132,149.68721149050643
Cabeça Santa,osm,5928126,"Paredes, Penafiel, Porto, PT-13, Portugal",Penafiel,Portugal,0.5186693345312294,boundary,administrative,41.1341641,-8.2831721,103.61856950178101
Cabeça de Vide,osm,6334607,"Vide e Cabeça, Seia, Guarda, Portugal",Seia,Portugal,0.5618449554900855,boundary,administrative,40.28323615,-7.77724548726369,55.83925170350215
Cabeço de Vide,osm,6440248,"Cabeço de Vide, Fronteira, Portalegre, Portugal",Fronteira,Portugal,0.5563219431370923,boundary,administrative,39.1341,-7.5885536,139.15448614594072
Cabeçudo,osm,5541456,"Cabeçudo, Sertã, Castelo Branco, Portugal",Sertã,Portugal,0.38453211150644173,boundary,administrative,39.8303567,-8.1432476,48.32767854262272
"Cachoeira, Baía, Brasil",osm,362439,"Cachoeira, Região Geográfica Imediata de Cruz das Almas, Região Geográfica Intermediária de Santo Antônio de Jesus, Bahia, Região Nordeste, Brasil",Cachoeira,Brasil,0.7051042763399197,boundary,administrative,-12.5998256,-38.9665918,6643.002626239479
Cacia,osm,6021063,"Cacia, Aveiro, Aveiro, Portugal",Aveiro,Portugal,0.41963381066044214,boundary,administrative,40.6837054,-8.5974274,54.85105880813599
Cacilhas,osm,1666004815,"Cacilhas, Almada, Cova da Piedade, Pragal e Cacilhas, Almada, Setúbal, Portugal",Almada,Portugal,0.4389652785939945,place,suburb,38.687265,-9.1482015,179.85690655756122
Cadaval,osm,2898704,"Cadaval, Lisboa, Portugal",Cadaval,Portugal,0.4477849269397959,boundary,administrative,39.2395742,-9.062203105766496,120.50968163495321
Cadima,osm,6549242,"Cadima, Cantanhede, Coimbra, Portugal",Cantanhede,Portugal,0.3815966805698038,boundary,administrative,40.3256142,-8.6425148,22.614452720242767
Caldas,osm,5210883916,"Caldas, Sequeira, Braga, Braga, Portugal",Braga,Portugal,0.36,place,hamlet,41.5348283,-8.4711457,147.45946572984778
Caldas da Rainha,osm,3992954,"Caldas da Rainha, Leiria, Portugal",Caldas da Rainha,Portugal,0.7682457641983975,boundary,administrative,39.4072118,-9.1346004,107.59084105978101
Calvaria,osm,3260952007,"Calvaria, Vermoil, Pombal, Leiria, Portugal",Pombal,Portugal,0.36,place,hamlet,39.8289166,-8.6598627,46.52836037332581
Calvão,osm,3186575642,"Calvão, Chaves, Vila Real, Portugal",Chaves,Portugal,0.4150039459623188,place,village,41.7895669,-7.5444238,190.71494213424552
Calçada,osm,1226766367,"Calçada, Vila Chã, Codal e Vila Cova de Perrinho, Vale de Cambra, Aveiro, Portugal",Vale de Cambra,Portugal,0.36,place,hamlet,40.894437,-8.389707,76.3516669841245
Camarate,osm,4361088134,"Camarate, Loures, Lisboa, Portugal",Loures,Portugal,0.41000000000000003,place,town,38.8031305,-9.1309898,167.28514436308936
Cambra,osm,1454312831,"Cambra, Préstimo e Macieira de Alcoba, Águeda, Aveiro, Portugal",Águeda,Portugal,0.36,place,hamlet,40.6106741,-8.36537,45.072922128644244
Cambres,osm,6354511,"Cambres, Lamego, Viseu, Portugal",Cambres,Portugal,0.4060833436228193,boundary,administrative,41.141334,-7.7971182,116.54367172291074
Caminha,osm,3911964,"Caminha, Viana do Castelo, Portugal",Caminha,Portugal,0.545733305798353,boundary,administrative,41.849112500000004,-8.772489708192628,184.63048122318813
Campanhã,osm,3383117,"Campanhã, Valbom, Porto, PT-13, Portugal",Valbom,Portugal,0.45999999999999996,boundary,administrative,41.1543999,-8.5750348,105.91175993678144
"Campanhã, Porto",osm,3383117,"Campanhã, Valbom, Porto, PT-13, Portugal",Valbom,Portugal,0.5700000000000001,boundary,administrative,41.1543999,-8.5750348,105.91175993678144
Campelo,osm,6546629,"Campelo, Figueiró dos Vinhos, Leiria, Portugal",Figueiró dos Vinhos,Portugal,0.36821847429339527,boundary,administrative,39.9993104,-8.266193,26.826352726046316
Campo Maior,osm,5397422,"Campo Maior, Portalegre, Portugal",Campo Maior,Portugal,0.6298538696592648,boundary,administrative,39.0125063,-7.0692822,176.56198051599966
Campos,osm,3171488208,"Campos, Póvoa de Lanhoso, Braga, Portugal",Póvoa de Lanhoso,Portugal,0.43174305507770205,place,village,41.5407992,-8.283974,148.55666432270533
Canas de Sabugosa,osm,6451758,"Canas de Santa Maria, Tondela, Viseu, Portugal",Tondela,Portugal,0.5179649565859212,boundary,administrative,40.5528608,-8.0355727,50.70085704371092
Canas de Senhorim,osm,6366067,"Canas de Senhorim, Viseu, Portugal",Canas de Senhorim,Portugal,0.5999978272098043,boundary,administrative,40.5033219,-7.9011873,55.38236008327575
Canaveses,osm,4197848,"Canaveses, Valpaços, Vila Real, Portugal",Valpaços,Portugal,0.429018527529768,boundary,administrative,41.5042274,-7.3642312,169.56769532030057
Canavezes,osm,3920309,"Marco de Canaveses, Porto, PT-13, Portugal",Marco de Canaveses,Portugal,0.4365661887350441,boundary,administrative,41.1616546,-8.12779201865893,108.9226219226434
Candedo,osm,5739329,"Candedo, Vinhais, Bragança, Portugal",Vinhais,Portugal,0.45999999999999996,boundary,administrative,41.8402172,-7.1197885,212.0055123359334
Candosa,osm,6553833,"Candosa, Tábua, Coimbra, Portugal",Tábua,Portugal,0.45999999999999996,boundary,administrative,40.3440504,-7.9658725,41.971627642676985
Canedo,osm,6022221,"Canedo, Vale e Vila Maior, Santa Maria da Feira, Aveiro, Portugal",Santa Maria da Feira,Portugal,0.45999999999999996,boundary,administrative,41.00623575,-8.448727804894842,88.72617222416056
